n.evals.q.1.0.	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.e_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.unique.all.each.body.pleiotropy.avg.max	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.min	_.vs.4.nav.y_maze.ga.pleiotropy.1.0.sequential.all.each.body.pleiotropy.avg.max
3.860e+04	2.500e-02	1.000e-02	4.750e-02	2.500e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.870e+04	2.500e-02	1.000e-02	4.750e-02	2.500e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.880e+04	2.500e-02	1.000e-02	4.750e-02	2.500e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.890e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.900e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.910e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.750e-02	1.750e-02	7.500e-03	6.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
3.920e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	5.750e-02
3.930e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.500e-02	1.750e-02	7.500e-03	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	5.750e-02	4.250e-02	3.750e-02	5.750e-02
3.940e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	7.500e-03	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	5.750e-02	4.250e-02	3.750e-02	5.750e-02
3.950e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.750e-02	3.500e-02	5.750e-02	4.250e-02	3.750e-02	5.750e-02
3.960e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	5.750e-02
3.970e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	5.750e-02
3.980e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.000e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.250e-02	6.500e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02
3.990e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.000e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.500e-02	6.500e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02
4.000e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.500e-02	6.500e-02	4.750e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.000e-02
4.010e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.250e-02	1.750e-02	1.000e-02	6.750e-02	4.750e-02	3.500e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.750e-02	6.250e-02
4.020e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.250e-02
4.030e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.000e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.250e-02
4.040e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.000e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.250e-02
4.050e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.250e-02	4.250e-02	3.500e-02	6.250e-02
4.060e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.250e-02	4.250e-02	3.500e-02	6.250e-02
4.070e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.080e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.000e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.090e+04	2.500e-02	1.000e-02	4.750e-02	2.250e-02	1.250e-02	3.250e-02	1.750e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.100e+04	2.500e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.250e-02	1.500e-02	1.000e-02	6.250e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.110e+04	2.500e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.250e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.120e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.250e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.130e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.140e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.500e-02	6.000e-02
4.150e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.500e-02	6.250e-02	4.250e-02	3.500e-02	6.000e-02
4.160e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.750e-02	6.000e-02
4.170e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.750e-02	6.000e-02
4.180e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.750e-02	6.000e-02
4.190e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.500e-02	6.000e-02
4.200e+04	2.250e-02	1.000e-02	4.500e-02	2.250e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.210e+04	2.250e-02	1.000e-02	4.500e-02	2.000e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.220e+04	2.250e-02	1.000e-02	4.500e-02	2.000e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.230e+04	2.250e-02	1.000e-02	4.500e-02	2.000e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.240e+04	2.250e-02	1.000e-02	4.500e-02	2.000e-02	1.250e-02	3.500e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.250e+04	2.250e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.260e+04	2.250e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.500e-02	1.000e-02	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	5.750e-02
4.270e+04	2.250e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	5.750e-02
4.280e+04	2.250e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	5.750e-02
4.290e+04	2.250e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	6.000e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	5.750e-02
4.300e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.750e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.500e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02
4.310e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.750e-02	4.750e-02	3.250e-02	6.250e-02	4.250e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.320e+04	2.250e-02	7.500e-03	4.250e-02	2.250e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.330e+04	2.500e-02	7.500e-03	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.340e+04	2.500e-02	7.500e-03	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.350e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.250e-02	6.500e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.360e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.500e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.370e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.250e-02	6.000e-02
4.380e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.250e-02	6.250e-02
4.390e+04	2.500e-02	1.000e-02	4.250e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.250e-02	6.250e-02
4.400e+04	2.500e-02	1.000e-02	4.000e-02	2.250e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.250e-02
4.410e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.250e-02	6.250e-02
4.420e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.250e-02
4.430e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.250e-02
4.440e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.250e-02
4.450e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.460e+04	2.500e-02	1.000e-02	4.000e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.500e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.470e+04	2.500e-02	1.000e-02	3.750e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.250e-02	3.500e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.480e+04	2.500e-02	7.500e-03	3.750e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.750e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.490e+04	2.500e-02	7.500e-03	3.750e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.500e+04	2.500e-02	7.500e-03	3.750e-02	1.750e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.500e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.510e+04	2.500e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.000e-02	4.250e-02	3.000e-02	6.000e-02
4.520e+04	2.500e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	3.750e-02	1.750e-02	7.500e-03	5.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.530e+04	2.250e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.500e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.540e+04	2.250e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.250e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.550e+04	2.250e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.000e-02	4.500e-02	3.250e-02	6.250e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.560e+04	2.250e-02	7.500e-03	3.500e-02	1.750e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.570e+04	2.250e-02	7.500e-03	3.500e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	7.500e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.580e+04	2.250e-02	7.500e-03	3.500e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.590e+04	2.250e-02	7.500e-03	3.500e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.600e+04	2.250e-02	5.000e-03	3.500e-02	2.000e-02	1.250e-02	4.000e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.610e+04	2.250e-02	5.000e-03	3.500e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.620e+04	2.250e-02	5.000e-03	4.000e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.250e-02	3.000e-02	6.000e-02
4.630e+04	2.250e-02	5.000e-03	4.000e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	5.000e-02	4.500e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.000e-02	3.000e-02	6.000e-02
4.640e+04	2.250e-02	5.000e-03	4.000e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	5.000e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.250e-02	6.250e-02	4.000e-02	3.000e-02	6.000e-02
4.650e+04	2.250e-02	5.000e-03	4.000e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	4.750e-02	3.250e-02	6.000e-02	4.500e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.000e-02
4.660e+04	2.250e-02	5.000e-03	4.000e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	4.750e-02	3.250e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.250e-02	3.000e-02	6.250e-02
4.670e+04	2.000e-02	5.000e-03	3.750e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	4.750e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.250e-02	3.000e-02	6.250e-02
4.680e+04	2.000e-02	5.000e-03	3.750e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.250e-02	3.000e-02	6.250e-02
4.690e+04	2.000e-02	5.000e-03	3.750e-02	2.000e-02	1.250e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.250e-02
4.700e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.250e-02
4.710e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.250e-02
4.720e+04	2.000e-02	5.000e-03	3.500e-02	1.750e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.500e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.250e-02
4.730e+04	2.000e-02	5.000e-03	3.500e-02	1.750e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.000e-02	6.250e-02
4.740e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.750e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.760e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.770e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.780e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	6.000e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.790e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	5.750e-02	4.750e-02	3.000e-02	6.250e-02	4.000e-02	3.250e-02	6.250e-02
4.800e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.000e-02	3.250e-02	6.250e-02
4.810e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.000e-02	3.250e-02	6.250e-02
4.820e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	4.750e-02	5.000e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.000e-02	3.250e-02	6.250e-02
4.830e+04	2.000e-02	5.000e-03	3.500e-02	2.000e-02	1.000e-02	4.250e-02	1.750e-02	5.000e-03	5.000e-02	5.000e-02	3.500e-02	5.750e-02	4.750e-02	3.250e-02	6.000e-02	4.000e-02	3.250e-02	6.250e-02
